1	10	19.6166
3	12	24.9378
1	13	26.8491
1	14	28.0875
2	15	26.6329
1	24	13.7253
1	42	30.0556
1	74	22.4762
3	90	39.4384
1	99	18.4061
3	104	30.3599
1	111	27.9498
4	112	32.873
1	124	20.54
1	127	26.2152
4	128	42.4947
1	129	22.9084
1	131	24.975
3	141	34.0622
1	142	29.6386
1	154	26.3869
1	156	21.6784
2	170	20.7169
3	197	28.8569
2	198	24.1915
2	199	29.7239
2	202	20.8167
3	231	31.5763
3	250	26.8462
3	278	42.7827
3	279	35.1916
2	296	27.078
1	298	20.5274
1	307	14.3141
4	308	30.3371
1	309	27.8711
1	326	27.2835
1	327	26.6808
1	339	22.0648
2	355	30.7668
1	362	21.6791
