3	7	22.7906
4	8	34.8662
1	9	26.1245
6	29	37.7966
1	61	35.5091
1	62	33.0155
4	64	38.343
1	73	24.9465
2	75	31.3331
1	89	31.0204
4	92	35.7442
3	93	35.6133
4	101	39.8442
1	107	31.3714
3	109	36.5044
4	114	39.2606
2	119	23.0783
4	123	38.2883
1	137	26.0878
1	139	26.8259
1	140	30.2357
1	162	27.3458
2	169	29.5442
3	171	27.3427
3	180	25.661
2	181	26.2021
2	183	22.6238
3	194	29.1796
3	199	22.1777
1	201	24.3634
2	210	22.0313
1	211	29.3587
2	212	25.2593
2	226	26.9204
3	240	25.6537
2	242	27.242
1	259	31.217
4	260	27.6087
4	265	27.9903
2	267	27.1603
3	269	38.902
5	270	39.1206
4	288	26.8944
6	304	35.123
1	306	22.5822
1	308	24.3497
1	311	20.8098
2	315	29.4021
3	336	29.4692
1	350	22.1417
1	351	31.8419
1	354	25.1631
1	355	36.041
1	356	27.2083
6	357	31.6025
