1	57	14.216
1	61	11.3163
3	62	26.7021
1	84	16.0591
1	86	16.4983
1	87	18.3256
1	88	18.1617
1	89	8.34739
1	97	31.654
1	107	15.4975
1	134	23.0404
1	135	19.0181
1	141	11.6014
3	142	16.0847
1	143	17.3521
1	166	14.7703
5	168	23.6654
1	198	14.515
2	203	16.0038
2	213	19.7845
1	214	11.8582
1	258	5.95734
6	261	29.3346
1	262	13.7425
3	283	15.1544
4	284	31.273
1	306	6.46358
1	308	8.16928
5	309	24.3826
1	310	18.0413
2	311	18.0784
2	326	19.2939
1	327	16.4392
2	340	18.4555
1	356	16.5203
6	358	22.6503
2	359	20.775
1	360	21.2327
6	361	24.8941
