3	7	20.7931
4	8	30.1426
1	9	24.7063
1	61	28.9664
1	62	27.6608
1	73	23.1726
2	75	22.1962
1	89	22.6452
4	92	30.6022
3	93	30.2236
4	101	29.843
1	107	24.2586
3	109	35.9789
3	114	28.0794
2	119	24.0829
1	139	17.0781
1	140	24.5606
1	162	15.5094
2	169	22.0436
3	171	20.9108
3	194	26.9996
3	201	21.7984
2	210	21.146
2	226	25.7218
3	240	28.369
2	242	24.4087
4	260	24.7149
4	265	29.5921
2	267	20.5113
3	269	26.1698
4	288	25.7583
1	306	19.434
1	308	18.8002
1	310	26.7798
1	311	14.0275
1	315	14.7643
3	336	28.0017
1	350	19.5891
1	351	22.8302
3	354	22.1239
3	363	24.5554
