70				71				71				71				71				55				55				55				55				55				55		
1	¶¬	33.334583		1	¶¬	17.597561		1	¶¬	13.164982		1	¶¬	12.346244		1	¶¬	10.268624		1	¶¬	7.57954		1	¶¬	16.898193		1	¶¬	20.052809		1	¶¬	23.345797		1	¶¬	28.047392		1	¶¬	21.560183
2	¶¬	45.474895		2	¶¬	30.277517		2	¶¬	30.420288		2	¶¬	30.288401		2	¶¬	29.647369		2	¶¬	30.232706		2	¶¬	32.911148		2	¶¬	32.724037		2	¶¬	26.938665		2	¶¬	33.631767		2	¶¬	29.436275
3	¶¬	33.635521		3	¶¬	14.527348		3	¶¬	10.850412		3	¶¬	9.941289		3	¶¬	8.800572		3	¶¬	8.493447		3	¶¬	22.040281		3	¶¬	28.394901		3	¶¬	25.295553		3	¶¬	33.015659		3	¶¬	29.442343
5	¶¬	39.021801		5	¶¬	23.770754		5	¶¬	20.164093		5	¶¬	20.705956		5	¶¬	21.207319		5	¶¬	21.480995		5	¶¬	34.614048		5	¶¬	35.999634		5	¶¬	38.160484		5	¶¬	40.950233		5	¶¬	33.89053
46	´º	48.864307		46	´º	46.613937		46	´º	32.379978		46	´º	24.555853		46	´º	20.749994		45	´º	29.464165		45	´º	31.665886		45	´º	33.360256		40	´º	25.320906		40	´º	30.100437		40	´º	23.433088
47	´º	45.081467		47	´º	37.785629		47	´º	27.430897		47	´º	19.738503		47	´º	12.515267		46	´º	20.615883		46	´º	31.384033		46	´º	35.890629		45	´º	31.004263		45	´º	34.95491		45	´º	29.503521
48	´º	50.329098		48	´º	44.759293		48	´º	37.579441		48	´º	32.549686		48	´º	29.10076		47	´º	9.713046		47	´º	19.884378		47	´º	23.263357		46	´º	37.964912		46	´º	39.880733		46	´º	33.222118
51	´º	42.926247		51	´º	34.909729		51	´º	30.753197		51	´º	27.667536		51	´º	28.129004		60	´º	11.884325		60	´º	23.214708		60	´º	25.105471		47	´º	28.33005		47	´º	30.383577		47	´º	22.483004
58	´º	36.165428		59	´º	35.015671		59	´º	33.720917		58	´º	12.137967		58	´º	11.475115		62	´º	23.950636		62	´º	31.761312		62	´º	32.918667		58	´º	31.864639		58	´º	34.493248		58	´º	28.874281
59	´º	46.667995		60	´º	18.030127		60	´º	13.799713		59	´º	31.829283		59	´º	31.375593		63	´º	1.509131		63	´º	12.398975		63	´º	14.22337		59	´º	33.65913		59	´º	37.313663		59	´º	31.968725
60	´º	31.09173		61	´º	23.636719		61	´º	22.451788		60	´º	11.56648		60	´º	11.495612		70	´º	13.932495		70	´º	29.082333		70	´º	28.937908		60	´º	28.222738		60	´º	30.640102		60	´º	24.057825
61	´º	34.257496		62	´º	20.188942		62	´º	18.42552		61	´º	21.20116		61	´º	23.732386		83	´º	10.069633		83	´º	22.076797		83	´º	22.331779		62	´º	34.819893		62	´º	35.950718		62	´º	32.435776
62	´º	27.902193		63	´º	9.453186		63	´º	7.153697		62	´º	19.992083		62	´º	23.342344		84	´º	12.81056		84	´º	24.284061		84	´º	25.491796		63	´º	16.362551		63	´º	20.731087		63	´º	14.399584
