6	6	26.4468
4	8	32.9944
3	9	29.0354
2	10	22.7744
4	27	35.6964
1	28	18.3262
2	30	25.1824
1	32	22.8805
2	33	24.2586
3	34	31.5495
6	42	37.3462
6	57	36.8411
5	86	38.4005
2	88	28.9896
6	89	39.2718
2	101	25.4002
3	103	29.0027
1	108	23.8909
5	109	30.5648
3	121	30.8289
4	122	30.0886
1	0	10.9202
2	140	18.4656
3	185	29.1675
3	186	28.0119
2	188	21.4609
2	199	26.6343
4	209	38.7772
1	211	24.7585
2	213	28.3801
3	218	28.9605
2	220	28.4044
2	222	26.1284
4	238	34.4592
6	242	38.7532
3	259	27.592
3	262	29.2328
1	263	20.9459
2	282	27.5343
5	283	37.3528
5	284	22.9436
6	299	38.269
6	300	32.8353
1	306	26.4194
3	307	23.9684
2	309	23.0745
6	313	39.9436
1	325	20.1928
2	331	26.9872
1	332	17.3528
4	337	29.2573
3	348	27.9661
4	0	23.6245
1	364	20.8764
