3	1	16.5259
4	13	14.6517
1	24	7.0731
4	27	17.8186
3	28	25.1751
3	35	20.7489
2	36	15.0627
4	37	32.8298
6	39	34.4939
1	40	13.2557
2	41	25.7523
1	42	16.219
1	45	15.6703
1	46	38.1133
1	47	17.1471
2	56	18.9918
2	58	18.4896
1	64	19.4971
3	66	21.8199
1	67	10.3386
1	68	15.6863
1	69	22.2025
1	70	10.5601
3	88	21.7405
1	93	12.6362
1	99	16.1041
1	100	7.03848
3	113	28.2639
1	127	12.099
3	131	32.7356
1	141	11.3159
4	148	33.4651
2	163	19.215
2	173	20.7745
4	182	30.9528
2	184	15.7585
3	186	30.2457
3	202	25.1533
2	203	18.3129
1	205	16.6419
5	208	39.5142
2	209	20.0355
3	210	21.7275
3	212	27.4941
6	215	25.7667
3	221	22.9007
6	256	35.8864
1	260	15.0817
3	261	25.6109
2	267	13.0535
2	268	21.2781
4	273	25.6147
1	276	3.74387
1	278	5.94786
4	281	27.8704
3	282	26.1041
3	283	23.1743
2	284	21.229
2	289	19.7276
3	290	16.316
4	296	34.7236
6	297	38.774
4	298	29.0552
1	301	13.479
2	303	17.5064
3	306	21.3253
1	307	14.1428
1	308	8.53202
1	312	13.9607
3	313	25.4762
3	322	22.9737
2	323	20.5733
1	324	9.61398
1	333	13.3723
1	340	8.60615
3	341	22.9627
1	342	6.44019
1	344	4.61382
3	345	28.0657
