1	1	7.57954
3	2	30.2327
1	3	8.49345
3	5	21.481
4	45	29.4642
4	46	20.6159
2	47	9.71305
1	60	11.8843
3	62	23.9506
1	63	1.50913
3	70	13.9325
1	83	10.0696
1	84	12.8106
1	86	16.9685
3	109	18.5318
1	115	8.81174
1	116	13.7748
1	117	16.4488
2	122	12.409
6	123	30.6357
1	127	13.8374
2	131	10.2273
1	132	15.0366
2	136	16.6771
1	141	16.0655
6	143	19.5685
3	150	19.1997
4	154	13.2546
3	207	27.3104
2	209	16.2484
2	221	20.6612
3	232	15.4883
3	244	21.9244
4	263	40.5845
3	280	8.37394
3	287	16.0826
1	289	3.76455
1	291	11.5217
4	314	19.2877
2	316	16.3238
1	317	12.0938
2	319	12.9442
1	324	13.4258
1	325	10.5662
3	330	16.5392
1	332	4.65241
1	333	5.89789
3	334	17.9921
1	335	8.65708
1	337	6.61734
1	340	10.3184
1	341	9.75075
1	344	2.91422
2	351	11.7235
1	360	7.49268
