3	13	18.5081
3	50	25.5668
3	51	17.1093
1	52	7.38325
1	70	3.56807
2	75	12.4586
1	77	15.1718
4	84	21.7281
3	106	20.9228
4	113	15.7213
4	119	23.5078
2	122	20.6829
2	123	12.5082
2	144	23.3321
3	150	13.71
3	212	23.5647
1	214	10.5
2	216	12.5928
3	225	19.7485
2	260	20.847
3	262	12.3447
1	276	8.12513
1	278	9.90048
3	301	10.0464
1	310	10.2711
1	312	7.09721
1	313	14.4766
1	314	17.5433
3	317	15.8935
2	326	10.8694
2	331	10.5044
1	337	12.4538
1	338	9.84543
1	342	6.88354
4	343	24.6964
1	352	17.4151
1	356	6.26122
1	365	4.44214
