6	6	37.0297
1	13	28.1771
4	26	36.051
2	51	38.5667
1	52	33.1505
1	54	38.389
4	69	41.1026
1	70	30.387
4	72	38.6549
3	75	31.9841
3	76	37.9991
4	77	35.2918
4	84	30.2453
3	85	40.656
3	106	37.785
4	119	29.9426
2	122	36.5454
1	123	29.5123
2	144	44.436
3	145	39.3041
3	150	25.6352
5	157	15.9777
2	200	36.1093
3	214	35.2875
2	216	34.4782
3	225	36.8856
3	260	40.952
3	262	36.3998
1	276	31.1765
2	277	38.706
1	278	31.3981
2	289	36.9037
2	301	35.9825
6	304	50.6144
1	310	37.2501
1	312	31.2372
1	313	38.2264
1	314	37.3737
1	316	33.1038
3	317	32.4752
2	326	24.6826
6	329	45.8576
2	331	37.2139
3	333	34.1908
6	336	46.7712
1	337	27.653
1	338	35.6927
3	341	37.6925
1	342	28.0152
4	343	42.1625
2	344	31.6019
2	352	38.9752
1	356	33.254
3	360	30.2443
3	361	38.9989
2	362	31.7294
1	365	24.1013
