35				39				39				39				39				31				31				31				40				40				40		
57	´º	31.887371		57	´º	15.782637		57	´º	13.484261		57	´º	13.612744		57	´º	14.215995		57	´º	13.637339		57	´º	25.458279		57	´º	23.762312		57	´º	29.540535		57	´º	29.709072		57	´º	22.016928
61	´º	31.923677		61	´º	15.202876		61	´º	11.61229		61	´º	10.284519		61	´º	11.316274		61	´º	7.611824		61	´º	24.500097		61	´º	25.834776		61	´º	39.869884		61	´º	37.241199		61	´º	26.490639
84	´º	26.540632		84	´º	17.283569		84	´º	19.83625		62	´º	27.645231		62	´º	26.702147		84	´º	14.491745		84	´º	26.784475		84	´º	27.930006		84	´º	38.583233		84	´º	34.379082		84	´º	28.017551
86	´º	30.929686		86	´º	15.140575		86	´º	13.827365		84	´º	17.612963		84	´º	16.059105		86	´º	15.49021		86	´º	28.450119		86	´º	29.094481		86	´º	37.520878		86	´º	35.413349		86	´º	28.974291
88	´º	22.831732		87	´º	18.109417		87	´º	17.359072		86	´º	13.7033		86	´º	16.498285		87	´º	12.746419		87	´º	22.161957		87	´º	20.352709		87	´º	24.261889		87	´º	24.669062		87	´º	19.10808
89	´º	27.467352		88	´º	14.328536		88	´º	14.056786		87	´º	16.948109		87	´º	18.325632		88	´º	18.010799		88	´º	24.711851		88	´º	25.097397		88	´º	27.913769		88	´º	26.340277		88	´º	24.020233
107	´º	31.928444		89	´º	8.283894		89	´º	7.685739		88	´º	15.457887		88	´º	18.161671		89	´º	5.407782		89	´º	16.903929		89	´º	17.310215		89	´º	26.000845		89	´º	24.87678		89	´º	17.101391
134	ÏÄ	33.919117		97	´º	23.819571		97	´º	20.075094		89	´º	7.962486		89	´º	8.347394		103	´º	24.235649		103	´º	30.054512		103	´º	24.235649		107	´º	29.543819		107	´º	29.69031		107	´º	20.755157
135	ÏÄ	39.032764		107	´º	15.558856		107	´º	14.798481		97	´º	21.308292		97	´º	31.653999		142	ÏÄ	12.916491		142	ÏÄ	20.625893		142	ÏÄ	17.304646		108	´º	35.425865		108	´º	33.834644		108	´º	26.980749
141	ÏÄ	27.549866		134	ÏÄ	25.645115		134	ÏÄ	22.461269		107	´º	14.844275		107	´º	15.497506		143	ÏÄ	14.503716		143	ÏÄ	22.077816		143	ÏÄ	26.228718		124	ÏÄ	34.966084		124	ÏÄ	33.204025		124	ÏÄ	26.659939
142	ÏÄ	35.418053		135	ÏÄ	29.799353		135	ÏÄ	23.318243		134	ÏÄ	21.646255		134	ÏÄ	23.040409		166	ÏÄ	13.298301		166	ÏÄ	30.191172		166	ÏÄ	26.330696		134	ÏÄ	36.652931		134	ÏÄ	36.966736		134	ÏÄ	29.642607
143	ÏÄ	31.757366		141	ÏÄ	14.300117		141	ÏÄ	11.930441		135	ÏÄ	20.807915		135	ÏÄ	19.01808		168	ÏÄ	19.534958		168	ÏÄ	32.877403		168	ÏÄ	39.158371		135	ÏÄ	21.529938		135	ÏÄ	21.10495		135	ÏÄ	16.554422
166	ÏÄ	37.538204		142	ÏÄ	21.803383		142	ÏÄ	18.051203		141	ÏÄ	12.588558		141	ÏÄ	11.601399		198	ÏÄ	9.58449		198	ÏÄ	23.850719		198	ÏÄ	26.180273		142	ÏÄ	19.956709		142	ÏÄ	21.149187		142	ÏÄ	13.413239
168	ÏÄ	45.629314		143	ÏÄ	17.321083		143	ÏÄ	14.616735		142	ÏÄ	18.701208		142	ÏÄ	16.084686		203	ÏÄ	9.061165		203	ÏÄ	19.076633		203	ÏÄ	22.540306		165	ÏÄ	39.77462		165	ÏÄ	39.072666		165	ÏÄ	34.731472
