4	2	27.206
3	15	24.6678
3	31	27.1343
3	53	36.1817
4	59	36.8342
2	63	13.0027
2	64	25.2137
1	65	15.1965
4	66	35.2654
1	74	24.1892
2	90	27.8
4	92	39.1304
1	97	20.8988
3	104	25.0024
1	111	24.1102
2	116	25.6875
2	118	26.5664
3	150	19.1556
3	154	25.6014
3	175	22.2469
3	184	26.66
3	185	28.5426
2	186	25.429
3	196	29.6206
2	198	23.4071
3	211	27.8599
2	212	19.4121
1	223	20.4779
4	252	42.187
4	253	32.0741
2	259	32.2111
2	262	27.7974
3	273	30.9549
3	282	23.2202
2	283	23.8033
2	284	26.1328
2	285	25.9609
2	291	24.1944
2	296	22.4464
2	299	27.7136
1	303	21.5376
2	328	29.0807
1	330	30.0176
2	331	36.7092
1	333	18.5384
2	341	31.7781
1	342	17.6196
3	348	28.3796
1	349	16.4522
1	351	18.0335
1	353	22.3232
1	355	19.1488
1	356	17.9266
1	357	26.0734
