4	2	19.1155
3	15	10.1149
3	31	19.3899
3	53	19.6195
4	59	26.37
2	63	3.62513
2	64	20.083
1	65	2.02401
4	66	29.0391
1	74	8.76428
2	90	11.3792
4	92	29.075
1	97	6.51459
3	105	25.483
1	111	10.9158
2	116	18.0683
2	118	20.1178
3	150	17.5428
3	154	13.0341
3	175	19.4862
3	184	24.7973
3	185	30.4012
2	186	19.2052
3	196	28.7497
2	198	18.3324
3	211	16.7276
2	212	15.329
1	223	12.2148
4	252	27.4833
4	253	18.356
2	259	19.4471
2	262	15.5758
3	273	16.2804
3	282	14.7
2	283	13.4981
2	284	13.8053
2	285	13.4613
2	291	14.0945
2	296	6.46054
2	299	17.9608
1	303	11.3478
2	328	15.8645
1	330	13.9464
2	331	21.8845
1	333	9.88121
2	341	17.9211
1	342	4.43604
3	348	19.9407
1	349	4.11093
1	351	9.16722
1	353	6.74376
1	355	9.8693
1	356	5.67455
1	357	12.7852
