4	1	26.885
2	11	14.1551
2	15	24.8466
2	16	25.0086
1	29	11.9096
4	33	21.7876
3	41	20.7281
5	46	29.1901
1	47	14.238
3	49	18.3271
1	63	10.1425
3	71	24.0903
6	72	10.6658
1	80	16.3181
3	95	12.0067
2	103	17.8321
1	123	12.7264
2	130	16.6122
1	132	16.7414
1	143	9.07548
1	166	9.31717
2	185	14.5972
4	189	13.7918
4	190	26.7741
1	203	13.0106
2	206	39.2224
3	249	19.0258
5	250	17.3
3	253	14.7281
4	256	23.9965
6	257	13.8495
1	258	5.21218
2	260	14.7423
5	266	15.8652
2	269	11.195
1	274	5.28603
4	277	26.9227
4	283	5.10296
1	303	9.73878
3	311	18.832
1	315	14.9849
1	319	5.81712
1	320	13.5047
1	321	16.6523
1	322	10.0791
1	323	21.6581
1	324	8.01386
3	326	2.99011
3	328	20.7476
3	331	15.9974
2	356	9.75446
1	357	37.3516
3	358	17.7777
1	363	17.1322
