84				85				84				84				84				54				54				54				66				66				65		
1	¶¬	41.859776		1	¶¬	28.299185		1	¶¬	26.215378		1	¶¬	23.457296		1	¶¬	24.938787		1	¶¬	26.885019		1	¶¬	28.682537		1	¶¬	28.385815		11	¶¬	34.395607		11	¶¬	35.217918		11	¶¬	30.25124
10	¶¬	48.773773		10	¶¬	35.935463		10	¶¬	30.949936		10	¶¬	25.801363		10	¶¬	29.572599		11	¶¬	14.155092		11	¶¬	31.344675		11	¶¬	35.147556		15	¶¬	39.723217		15	¶¬	38.648037		15	¶¬	28.901522
11	¶¬	40.409229		11	¶¬	25.853477		11	¶¬	20.222183		11	¶¬	18.71781		11	¶¬	18.642881		15	¶¬	24.846628		15	¶¬	37.032307		15	¶¬	33.652107		16	¶¬	39.160805		16	¶¬	39.363289		16	¶¬	32.786343
13	¶¬	29.569189		13	¶¬	23.943035		13	¶¬	20.351574		13	¶¬	18.19569		13	¶¬	17.162735		16	¶¬	25.008631		16	¶¬	33.461575		16	¶¬	36.172626		29	¶¬	30.413677		29	¶¬	30.380823		29	¶¬	25.722244
15	¶¬	41.70697		15	¶¬	29.249722		15	¶¬	22.998713		15	¶¬	20.658617		15	¶¬	19.307789		29	¶¬	11.909598		29	¶¬	23.256962		29	¶¬	27.072805		30	¶¬	35.248035		30	¶¬	32.349968		30	¶¬	29.067448
16	¶¬	49.411701		16	¶¬	37.18074		16	¶¬	34.61742		16	¶¬	31.565039		16	¶¬	28.987614		33	´º	21.787632		30	¶¬	30.570761		30	¶¬	31.405144		41	´º	32.783329		41	´º	33.371899		41	´º	27.340235
17	¶¬	44.325497		17	¶¬	30.326374		17	¶¬	26.631971		17	¶¬	25.356325		17	¶¬	25.274145		41	´º	20.728081		41	´º	30.422125		41	´º	32.145458		46	´º	40.611794		46	´º	42.118591		46	´º	37.754833
29	¶¬	43.154873		29	¶¬	26.500408		29	¶¬	18.639406		29	¶¬	14.899061		29	¶¬	13.924078		46	´º	29.190086		46	´º	38.412205		46	´º	43.387814		47	´º	33.909332		47	´º	34.567394		47	´º	30.200527
30	¶¬	49.36261		30	¶¬	38.017353		30	¶¬	32.866585		30	¶¬	30.438591		30	¶¬	29.108885		47	´º	14.238012		47	´º	27.948639		47	´º	33.51984		49	´º	46.222477		49	´º	43.6259		49	´º	35.458611
33	´º	35.877094		33	´º	23.200653		33	´º	19.888462		33	´º	18.677177		33	´º	19.865789		49	´º	18.327076		49	´º	33.913521		49	´º	37.197693		60	´º	39.648956		60	´º	37.800655		60	´º	34.395626
41	´º	45.526299		41	´º	34.055965		41	´º	26.112629		41	´º	22.388527		41	´º	22.166697		63	´º	10.142523		63	´º	19.938078		63	´º	23.893158		63	´º	30.058935		63	´º	27.710009		63	´º	23.460825
46	´º	40.242855		46	´º	33.441513		46	´º	33.511902		46	´º	31.178499		46	´º	28.444984		71	´º	24.090275		71	´º	31.946423		71	´º	32.119991		71	´º	32.798183		71	´º	33.688908		71	´º	29.513704
47	´º	36.465588		47	´º	29.187485		47	´º	24.179056		47	´º	17.489801		47	´º	16.70488		72	´º	10.665808		72	´º	26.293604		72	´º	29.844419		72	´º	32.780113		72	´º	35.13438		72	´º	27.919809
49	´º	40.427959		49	´º	25.953005		49	´º	21.793381		49	´º	19.02033		49	´º	19.82963		80	´º	16.318058		80	´º	24.771404		80	´º	23.78026		73	´º	30.767656		73	´º	32.558521		73	´º	27.04483
50	´º	45.430237		50	´º	33.437672		50	´º	31.02729		50	´º	30.441696		50	´º	31.305498		95	´º	12.006723		95	´º	29.485542		95	´º	31.699863		80	´º	26.599463		80	´º	26.733536		80	´º	21.4963
60	´º	41.368877		60	´º	34.202072		60	´º	32.095963		60	´º	30.807039		60	´º	32.271904		103	´º	17.832064		103	´º	25.91995		103	´º	24.851313		89	´º	34.889084		89	´º	28.51195		89	´º	24.721624
67	´º	37.832458		63	´º	13.630043		63	´º	8.642739		63	´º	11.473716		63	´º	12.439858		123	ÏÄ	12.726436		123	ÏÄ	26.09413		123	ÏÄ	26.757032		95	´º	42.132607		95	´º	42.356728		95	´º	34.79121
68	´º	28.574451		67	´º	23.160936		67	´º	17.628494		67	´º	17.15436		67	´º	21.713308		130	ÏÄ	16.612223		130	ÏÄ	26.409279		130	ÏÄ	20.820618		103	´º	28.979122		103	´º	28.574646		103	´º	24.082821
71	´º	41.10458		68	´º	9.624622		68	´º	7.452307		68	´º	8.0229		68	´º	7.397511		132	ÏÄ	16.741409		132	ÏÄ	25.139828		132	ÏÄ	24.773483		116	´º	41.178719		116	´º	38.883472		116	´º	34.770096
72	´º	33.034863		71	´º	28.649822		71	´º	26.915806		71	´º	25.652493		71	´º	24.163654		143	ÏÄ	9.075476		143	ÏÄ	22.188873		143	ÏÄ	26.183605		123	ÏÄ	33.818535		123	ÏÄ	35.090633		123	ÏÄ	29.137543
73	´º	41.428112		72	´º	14.746717		72	´º	12.383351		72	´º	12.855141		72	´º	13.390075		166	ÏÄ	9.317173		166	ÏÄ	23.223072		144	ÏÄ	25.200247		130	ÏÄ	25.974298		130	ÏÄ	26.708921		130	ÏÄ	23.828821
80	´º	33.119137		77	´º	24.48716		77	´º	22.07394		77	´º	22.406837		77	´º	21.329296		185	ÏÄ	14.597209		185	ÏÄ	25.056961		166	ÏÄ	26.529488		132	ÏÄ	29.877455		132	ÏÄ	30.088408		132	ÏÄ	25.641472
88	´º	33.286682		80	´º	21.355686		80	´º	21.612591		80	´º	19.892368		80	´º	21.18681		189	ÏÄ	13.791778		189	ÏÄ	21.359175		185	ÏÄ	23.242767		141	ÏÄ	30.001549		141	ÏÄ	27.269726		142	ÏÄ	43.333603
89	´º	37.604931		88	´º	18.44766		88	´º	17.783142		88	´º	15.742092		88	´º	16.180387		190	ÏÄ	26.77408		190	ÏÄ	29.555052		189	ÏÄ	21.602873		143	ÏÄ	36.455021		143	ÏÄ	33.917038		144	ÏÄ	28.824818
90	´º	37.242794		89	´º	22.749212		89	´º	19.69702		89	´º	19.054668		89	´º	18.226377		203	ÏÄ	13.010584		203	ÏÄ	18.938429		190	ÏÄ	30.247454		144	ÏÄ	38.173454		144	ÏÄ	38.986748		165	ÏÄ	46.633888
94	´º	37.010418		91	´º	18.23348		91	´º	17.634775		91	´º	19.740953		91	´º	23.634329		206	ÏÄ	39.222378		205	ÏÄ	18.941792		203	ÏÄ	18.934259		165	ÏÄ	41.100342		165	ÏÄ	48.032536		166	ÏÄ	30.282423
95	´º	34.250187		94	´º	21.966646		94	´º	20.686335		94	´º	22.22159		94	´º	26.946472		249	Çï	19.025822		249	Çï	26.126223		205	ÏÄ	21.910467		166	ÏÄ	29.767073		166	ÏÄ	34.438492		185	ÏÄ	23.108913
103	´º	31.563051		95	´º	18.152901		95	´º	14.597537		95	´º	14.088449		95	´º	14.765233		250	Çï	17.299955		250	Çï	27.533058		249	Çï	29.510777		185	ÏÄ	21.383709		185	ÏÄ	24.482325		189	ÏÄ	23.655788
107	´º	33.347385		107	´º	21.073965		107	´º	19.147573		107	´º	18.033022		107	´º	18.605343		253	Çï	14.728057		253	Çï	21.830475		250	Çï	32.555729		189	ÏÄ	22.535852		189	ÏÄ	27.923512		190	ÏÄ	29.010565
108	´º	45.110504		108	´º	31.63681		108	´º	29.906559		108	´º	31.369743		108	´º	32.531967		256	Çï	23.996508		256	Çï	29.653618		253	Çï	22.473928		190	ÏÄ	30.300076		190	ÏÄ	33.108814		203	ÏÄ	19.733387
115	´º	42.1325		115	´º	32.090576		115	´º	31.925047		115	´º	31.768314		115	´º	35.082993		257	Çï	13.849518		257	Çï	26.29726		256	Çï	31.821646		203	ÏÄ	20.963486		203	ÏÄ	23.784969		205	ÏÄ	22.21265
116	´º	34.33868		116	´º	22.540014		116	´º	22.951193		116	´º	21.884535		116	´º	19.261806		258	Çï	5.212183		258	Çï	15.470728		257	Çï	30.865328		205	ÏÄ	24.398264		205	ÏÄ	26.935421		208	ÏÄ	24.108154
123	ÏÄ	33.968185		123	ÏÄ	20.278952		123	ÏÄ	20.55547		123	ÏÄ	20.204426		123	ÏÄ	19.700321		260	Çï	14.742289		260	Çï	24.780313		258	Çï	19.451174		208	ÏÄ	25.332251		208	ÏÄ	26.856413		219	Çï	30.430138
130	ÏÄ	36.372868		130	ÏÄ	22.949776		130	ÏÄ	23.41128		130	ÏÄ	22.375706		130	ÏÄ	23.162071		266	Çï	15.86517		266	Çï	27.115154		260	Çï	27.718433		219	Çï	31.255787		219	Çï	31.844084		246	Çï	29.319956
132	ÏÄ	23.914595		132	ÏÄ	21.484907		132	ÏÄ	19.699621		132	ÏÄ	18.909393		132	ÏÄ	20.683125		269	Çï	11.195022		269	Çï	23.26174		266	Çï	30.622839		246	Çï	26.072515		246	Çï	31.193256		249	Çï	28.311457
134	ÏÄ	34.277618		134	ÏÄ	19.782995		134	ÏÄ	17.24947		134	ÏÄ	14.701715		134	ÏÄ	15.771011		274	Çï	5.286032		274	Çï	15.898069		269	Çï	27.863436		249	Çï	24.230192		249	Çï	27.76836		250	Çï	32.736633
136	ÏÄ	35.419445		136	ÏÄ	27.05452		136	ÏÄ	26.433304		136	ÏÄ	27.202986		136	ÏÄ	28.020517		277	Çï	26.922678		277	Çï	31.111429		274	Çï	18.605526		250	Çï	34.172009		250	Çï	35.664581		253	Çï	24.244497
141	ÏÄ	32.013187		141	ÏÄ	26.361464		141	ÏÄ	18.535511		141	ÏÄ	16.970217		141	ÏÄ	11.974767		283	Çï	5.102965		283	Çï	19.230982		277	Çï	34.328846		253	Çï	28.4776		253	Çï	28.972395		256	Çï	30.16786
