2	1	15.3354
1	10	14.3439
2	12	18.054
1	13	26.7493
1	14	18.6026
2	15	23.7243
3	16	25.3282
1	24	7.66376
1	42	14.4596
3	51	20.7986
1	74	17.6899
2	90	31.022
5	98	33.4081
1	99	15.6847
2	104	32.2527
3	105	29.1929
3	111	24.3116
4	112	30.2717
1	124	15.6608
1	126	15.8424
1	127	22.7992
2	128	23.0996
1	129	16.4121
1	131	23.235
3	141	30.2852
1	142	17.5922
5	154	13.8007
1	156	16.6192
2	170	17.9894
2	172	31.6074
3	188	31.9363
3	197	23.6563
2	198	31.5553
2	199	24.3615
2	202	17.8194
3	231	23.6739
3	250	32.0523
3	278	30.3795
2	279	21.7507
3	288	21.3587
3	290	18.3444
3	294	24.3358
2	296	18.837
1	298	21.1941
6	304	37.8355
1	307	5.70228
4	308	22.0491
1	309	13.0925
4	326	36.6518
1	327	19.3303
1	328	18.2469
1	339	12.2877
6	353	28.7254
1	355	15.0897
3	362	15.4194
