4	2	33.889
4	10	38.6693
3	15	28.4199
3	31	34.551
4	59	33.3932
2	63	23.6753
2	64	26.5883
1	65	25.7938
4	66	41.6413
3	90	36.6183
4	92	44.4681
1	104	30.7271
2	111	28.8661
2	116	30.116
2	118	39.7489
3	150	28.2559
3	154	34.6925
3	175	37.4308
6	181	39.0101
3	184	34.2054
3	185	31.1356
2	186	31.1009
3	187	27.1536
2	196	21.2693
6	197	42.8702
2	198	31.6604
1	200	29.3898
3	211	32.4192
2	212	23.5386
2	214	27.0927
1	223	25.8918
3	250	38.5268
4	255	32.1943
2	259	38.7177
2	262	34.3701
1	281	30.5713
3	282	30.925
2	283	34.283
3	284	38.0723
3	285	36.3667
2	298	34.2518
2	299	33.9027
2	303	33.1856
5	326	18.2206
2	328	38.9907
2	330	39.7275
2	331	44.1363
1	333	27.4589
6	338	29.9524
2	342	27.7269
1	346	34.658
3	348	39.6024
1	349	27.6791
1	351	23.709
3	353	33.1562
1	355	28.0745
1	357	34.2465
