1	10	20.4727
1	13	25.1731
2	14	29.9071
2	15	30.1325
1	24	20.4175
1	42	29.6213
1	74	25.3051
3	99	24.0678
3	104	35.0794
3	111	30.9119
1	124	34.3206
3	127	37.3752
4	129	30.5389
2	131	29.9173
1	142	34.2778
5	154	26.6332
1	156	33.2937
2	170	25.954
3	197	31.178
2	198	24.337
3	200	23.6791
2	202	25.0368
3	231	37.7033
3	232	27.8731
2	234	27.0507
3	248	31.2167
3	250	29.4041
3	278	31.9657
3	279	31.9306
2	296	24.5853
1	298	23.1047
2	306	24.3412
1	307	17.008
4	308	27.0243
3	309	30.8441
3	323	28.859
3	326	24.678
1	327	26.642
1	328	21.8583
2	339	22.969
6	353	35.0964
3	355	30.8524
2	362	21.63
