10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	6	0	6	0	6	0	6	0	6	0	6
44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6
6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6
44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	6	0	6	0	6	0	6	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	10	0	10
6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	10	0	10	0	10	0	10	0	10	0	10	0	43	0	43	0	43	0	43	0	43	0	43
6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	43	0	43	0	43	0	43	0	43	0	43	0	33	0	33	0	33	0	33	0	33	0	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	33	0	33	0	33	0	33	0	33	0	6	0	6	0	6	0	6	0	6	0	6
10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43	0	43	0	43
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43	0	43	0	43	0	33	0	33	0	33	0	33	0	33	0	33
43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44
43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	10	0	10
44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0
33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	6	0	6	0	6	0	6	0	6	0	6	0	44	0	44	0	44	0	44	0	44	0	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44	0	44	0	44	0	44	0	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	6	0	6	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44	0	44	0	44	0	44	0	44
6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	0	0	0	0	0	0	0	0	43	0	43	0	6	0	6	0	6	0	6	0	6	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	6	0	6	0	43	0	43	0	43	0	43	0	43	0	43
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	10	0	10	0	6	0	6	0	6	0	6	0	6	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	43	0	43	0	43	0	43	0	43	0	43
6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	0	0	0	0	44	0	44	0	44	0	44	0	44	0	44
43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	33	0	33	0	33	0	43	0	43	0	6	0	6	0	6	0	6	0	10	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43	0	33	0	33	0	10	0	10	0	10	0	10	0	10	0	10
33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	10	0	10	0	10	0	10	0	43	0	43	0	10	0	10	0	10	0	10	0	0	0	0
33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	33	0	44	0	44	0	44	0	44	0	10	0	10	0	0	0	0	0	0	0	0	0	6	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44	0	6	0	6	0	6	0	6	0	43	0	43
