4	1	23.4573
6	10	25.8014
2	11	18.7178
6	13	18.1957
2	15	20.6586
2	16	31.565
2	17	25.3563
1	29	14.8991
4	30	30.4386
1	33	18.6772
3	41	22.3885
5	46	31.1785
1	47	17.4898
3	49	19.0203
6	50	30.4417
5	60	30.807
1	63	11.4737
1	67	17.1544
3	68	8.0229
2	71	25.6525
4	72	12.8551
1	77	22.4068
1	80	19.8924
1	88	15.7421
1	89	19.0547
2	91	19.741
3	94	22.2216
1	95	14.0884
1	107	18.033
5	108	31.3697
5	115	31.7683
1	116	21.8845
1	123	20.2044
2	130	22.3757
1	132	18.9094
1	134	14.7017
6	136	27.203
2	141	16.9702
1	143	9.74429
3	144	26.1246
2	166	18.0228
1	185	17.5774
4	189	21.2696
4	190	34.2024
3	202	28.3565
2	203	17.7969
1	205	17.0008
6	246	23.9657
3	249	21.9809
3	250	21.9009
3	253	24.9395
4	256	26.4679
2	257	14.0483
1	258	13.4865
2	260	14.8686
1	266	17.0304
2	269	14.8707
1	274	6.82353
6	282	18.3295
1	283	9.93046
1	285	11.9684
1	303	8.80259
3	311	24.4156
1	315	16.4884
6	316	30.671
1	319	8.65981
1	320	19.7303
1	321	18.4721
1	322	15.5917
1	323	19.361
1	324	9.54083
1	326	7.1314
3	327	26.5131
1	328	18.5953
3	331	23.2963
5	348	25.2827
6	355	28.5872
1	356	13.4313
1	357	40.202
0	358	20.0567
0	359	22.6369
0	361	37.2682
0	363	17.2173
0	364	26.843
