4	2	28.3535
6	3	35.6042
1	5	28.4459
5	8	34.7987
5	9	37.2905
3	21	21.762
6	30	34.727
-1	33	38.0542
4	37	28.8943
1	41	25.7419
1	43	30.4383
3	65	36.9014
1	66	36.6904
1	67	30.615
3	69	36.8276
1	92	36.1972
1	96	33.1134
1	101	32.6785
1	103	27.8142
3	146	45.5808
1	151	31.9418
3	162	41.0294
1	190	24.4578
2	192	28.5354
-1	193	40.256
2	194	34.475
-1	215	27.7795
3	217	29.0655
3	220	24.8836
2	236	23.7056
6	241	39.2224
3	243	32.3994
3	244	39.1865
1	245	24.2692
3	247	32.4536
2	263	29.1214
2	266	30.3834
1	268	23.6372
3	272	31.0757
1	274	32.6506
1	275	26.178
2	279	24.5767
1	280	27.6896
1	281	19.9913
1	282	23.2186
1	283	28.8078
2	286	22.4929
3	288	27.8817
1	297	27.6718
3	298	32.1483
1	307	24.771
1	308	27.7104
1	309	21.3568
1	311	29.2503
6	314	45.3159
6	331	39.1725
2	332	35.8372
2	343	33.0972
