1	1	33.3346
3	2	45.4749
1	3	33.6355
3	5	39.0218
3	46	48.8643
2	47	45.0815
4	48	50.3291
6	51	42.9262
6	58	36.1654
6	59	46.668
1	60	31.0917
3	61	34.2575
3	62	27.9022
1	63	29.281
2	64	37.6385
3	70	41.6204
3	71	39.9876
1	83	32.0456
1	84	34.7939
2	86	32.109
2	101	38.2281
3	109	37.791
1	115	29.5911
1	116	33.2559
1	117	31.8053
2	120	23.7642
3	122	34.4754
6	123	42.625
1	127	26.9929
1	131	31.6716
2	132	40.6482
2	138	33.3568
4	140	40.2731
1	141	36.3089
6	143	29.6419
1	150	26.0858
6	152	11.9019
3	154	32.042
6	155	47.0673
4	157	37.8264
6	158	45.253
3	200	32.1346
3	207	34.9959
2	209	34.4504
3	221	44.8512
3	232	34.8863
3	266	40.2595
3	287	32.3788
4	288	41.3918
1	289	29.5425
6	315	45.6025
1	316	33.7422
1	317	39.975
2	319	40.5525
1	324	37.2678
1	325	29.7651
2	330	31.9538
1	332	26.6931
1	333	29.1389
1	334	35.6921
1	335	32.8855
3	336	35.87
1	337	31.1588
1	340	27.6296
1	341	28.5186
1	344	27.507
2	351	33.7292
3	353	31.0279
1	360	32.2832
3	366	35.6131
