0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	6	0	6	0	6	0	6	0	44	0	44	0	44	0	44	0	44	0	44
44	0	44	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	33	0	33	0	33	0	33	0	33	0	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	10	0	10	0	33	0	33	0	33	0	33	0	33	0	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43	0	43	0	43	0	33	0	33	0	33	0	33	0	33	0	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	33	0	33	0	33	0	33	0	33	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	43	0	43	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	33	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43	0	6	0	6	0	6	0	6	0	6	0	6	0	44	0	44	0	44	0	44	0	44	0	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	33	0	33	0	33	0	33	0	33
6	0	6	0	33	0	33	0	33	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
