6	6	24.0714
1	13	13.8854
4	26	23.2256
2	51	19.0076
1	52	10.2953
1	54	17.7662
4	69	22.624
1	70	7.92159
4	72	28.3579
3	75	15.1811
3	76	25.2396
4	77	19.5791
4	84	22.028
3	85	21.6767
3	106	21.5666
4	119	24.2074
2	122	20.5627
1	123	13.5628
2	144	27.6305
3	145	23.4186
3	150	16.1502
5	157	17.7854
2	200	19.6475
3	214	17.5009
2	216	15.552
3	225	25.6434
3	260	25.3694
3	262	13.1178
1	276	11.1344
2	277	24.808
1	278	10.4843
2	289	19.4776
2	301	15.2711
6	304	33.0103
1	310	12.0056
1	312	8.06309
1	313	17.4947
1	314	18.427
1	316	17.0758
3	317	22.1053
2	326	7.63994
6	329	26.1057
2	331	14.1882
3	333	16.2809
1	337	10.1198
1	338	14.6814
3	341	23.2089
1	342	8.92253
4	343	29.8598
2	344	13.9605
2	352	21.7654
1	356	8.31317
3	360	17.7678
3	361	23.2966
2	362	16.9014
1	365	4.86692
