43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	43	0	10	0	10	0	10	0	10	0	10	0	10
44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44	0	44	0	44	0	44	0	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	10	0	10	0	33	0	33	0	33	0	33	0	33	0	33
0	0	0	0	0	0	0	0	0	0	0	0	44	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	33	0	33	0	33	0	33	0	33
43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	43	0	43	0	10	0	10	0	10	0	10	0	10	0	10	0	43	0	43	0	43	0	43	0	43	0	43
6	0	6	0	6	0	6	0	43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44	0	44	0	44	0	44	0	44
0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	10	0	10	0	43	0	43	0	43	0	43	0	43	0	43	0	23	0	23	0	23	0	23	0	23	0	23
10	0	10	0	10	0	10	0	10	0	10	0	0	0	0	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	10	0	10
23	0	23	0	23	0	23	0	23	0	23	0	10	0	10	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	10	0	10	0	10	0	10	0	10	0	23	0	23	0	10	0	10	0	43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	10	0	10	0	10	0	10
10	0	10	0	10	0	10	0	10	0	10	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43
10	0	10	0	10	0	10	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	0	0	0	0	0	0	0	0
43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	0	0	0	0	43	0	43	0	43	0	43	0	43	0	43	0	0	0	0	0	43	0	43	0	43	0	43
