2	11	35.2179
2	15	38.648
2	16	39.3633
1	29	30.3808
4	30	32.35
3	41	33.3719
5	46	42.1186
2	47	34.5674
3	49	43.6259
5	60	37.8007
1	63	27.71
3	71	33.6889
6	72	35.1344
4	73	32.5585
1	80	26.7335
6	89	28.5119
6	95	42.3567
1	103	28.5746
6	116	38.8835
1	123	35.0906
2	130	26.7089
1	132	30.0884
3	141	27.2697
2	143	33.917
3	144	38.9867
6	165	48.0325
2	166	34.4385
2	185	24.4823
4	189	27.9235
4	190	33.1088
1	203	23.785
2	205	26.9354
3	208	26.8564
6	219	31.8441
6	246	31.1933
3	249	27.7684
5	250	35.6646
3	253	28.9724
4	256	33.587
6	257	29.0203
1	258	21.9592
2	260	27.0943
5	266	33.277
2	269	29.447
1	271	27.8588
1	274	20.598
4	277	35.2545
4	283	23.2793
5	303	39.6498
3	311	36.3484
1	315	35.3898
1	319	29.6571
1	320	33.2089
1	321	35.1784
1	322	27.1558
1	324	27.3845
1	326	28.61
3	327	37.6547
3	329	34.4354
3	331	35.1868
2	356	31.784
1	357	45.8098
3	358	41.1908
6	359	38.816
6	361	41.2727
1	363	31.1837
